snippet,Nummer,Rechtswert,Hochwert,Tiefe [m],layer
"Depth: 1,50 m
Magnetic Moment: 321,096 Am²",1,443466.619,5935900.099,1.5,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 173,202 Am²",2,443414.242,5935984.45,1.6,Stoerkoerper Magnetik Nord
"Depth: 1,60 m
Magnetic Moment: 214,405 Am²",3,443071.611,5936809.951,1.6,Stoerkoerper Magnetik Nord
"Depth: 0,70 m
Magnetic Moment: 31,294 Am²",4,443091.326,5936719.642,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,70 m
Magnetic Moment: 194,792 Am²",5,443057.29,5936858.058,1.7,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 47,721 Am²",6,443445.782,5935950.883,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,65 m
Magnetic Moment: 210,139 Am²",7,443023.592,5936974.476,1.7,Stoerkoerper Magnetik Nord
"Depth: 1,90 m
Magnetic Moment: 160,703 Am²",8,443027.249,5936954.238,1.9,Stoerkoerper Magnetik Nord
"Depth: 1,90 m
Magnetic Moment: 259,471 Am²",9,443204.142,5936364.049,1.9,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 35,839 Am²",10,443455.623,5935912.727,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 21,496 Am²",11,443738.753,5935453.779,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 39,727 Am²",12,443454.285,5935913.743,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,70 m
Magnetic Moment: 85,051 Am²",13,443052.446,5936879.359,1.7,Stoerkoerper Magnetik Nord
"Depth: 2,40 m
Magnetic Moment: 167,391 Am²",14,443824.312,5935264.163,2.4,Stoerkoerper Magnetik Nord
"Depth: 1,65 m
Magnetic Moment: 57,795 Am²",15,443174.185,5936400.396,1.7,Stoerkoerper Magnetik Nord
"Depth: 2,40 m
Magnetic Moment: 253,547 Am²",16,443302.74,5936165.529,2.4,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 23,087 Am²",17,443623.328,5935641.253,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,90 m
Magnetic Moment: 84,476 Am²",18,443646.636,5935600.637,1.9,Stoerkoerper Magnetik Nord
"Depth: 1,95 m
Magnetic Moment: 136,527 Am²",19,443463.939,5935901.731,2,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 24,964 Am²",20,443833.256,5935297.397,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 17,806 Am²",21,443256.491,5936252.306,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 3,628 Am²",22,443148.773,5936486.574,0.6,Stoerkoerper Magnetik Nord
"Depth: 1,85 m
Magnetic Moment: 54,513 Am²",23,443106.45,5936696.968,1.9,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 8,050 Am²",24,443105.848,5936734.414,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 17,619 Am²",25,443093.077,5936732.367,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 1,439 Am²",26,443708.041,5935510.58,0.5,Stoerkoerper Magnetik Nord
"Depth: 1,80 m
Magnetic Moment: 54,811 Am²",27,443643.785,5935608.818,1.8,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 19,903 Am²",28,443470.763,5935866.26,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,45 m
Magnetic Moment: 15,227 Am²",29,443009.581,5937015.032,1.5,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 3,510 Am²",30,443134.317,5936628.005,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 4,993 Am²",31,443095.132,5936732.793,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,65 m
Magnetic Moment: 22,570 Am²",32,443281.375,5936222.318,1.7,Stoerkoerper Magnetik Nord
"Depth: 2,75 m
Magnetic Moment: 89,529 Am²",33,443054.559,5936821.901,2.8,Stoerkoerper Magnetik Nord
"Depth: 1,70 m
Magnetic Moment: 30,816 Am²",34,443052.16,5936863.767,1.7,Stoerkoerper Magnetik Nord
"Depth: 1,70 m
Magnetic Moment: 16,325 Am²",35,443674.665,5935557.764,1.7,Stoerkoerper Magnetik Nord
"Depth: 1,75 m
Magnetic Moment: 26,123 Am²",36,443799.235,5935357.535,1.8,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 6,256 Am²",37,443071.713,5936772.511,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 7,116 Am²",38,443190.139,5936371.864,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 7,675 Am²",39,443750.374,5935439.045,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,50 m
Magnetic Moment: 15,380 Am²",40,443599.769,5935677.524,1.5,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 2,914 Am²",41,443760.357,5935249.582,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 5,200 Am²",42,443054.684,5936865.837,1,Stoerkoerper Magnetik Nord
"Depth: 2,90 m
Magnetic Moment: 129,233 Am²",43,443248.486,5936264.248,2.9,Stoerkoerper Magnetik Nord
"Depth: 0,35 m
Magnetic Moment: 0,304 Am²",44,443471.125,5935917.44,0.4,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 4,697 Am²",45,443132.876,5936603.63,0.9,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 5,474 Am²",46,443649.678,5935604.199,1,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 2,154 Am²",47,443646.882,5935558.446,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 7,050 Am²",48,443647.016,5935603.181,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,763 Am²",49,443691.38,5935559.414,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,636 Am²",50,443607.383,5935687.28,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 8,667 Am²",51,443712.443,5935502.429,1.6,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 3,058 Am²",52,443025.555,5936896.126,1,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 3,597 Am²",53,443031.369,5936972.784,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,40 m
Magnetic Moment: 4,451 Am²",54,443635.778,5935637.356,1.4,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 3,683 Am²",55,443097.833,5936691.173,1,Stoerkoerper Magnetik Nord
"Depth: 2,10 m
Magnetic Moment: 41,182 Am²",56,443228.264,5936303.778,2.1,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 2,496 Am²",57,443644.09,5935550.732,1,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 4,973 Am²",58,443124.269,5936648.819,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 2,722 Am²",59,443270.955,5936191.152,0.9,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 3,432 Am²",60,443196.199,5936393.785,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,80 m
Magnetic Moment: 11,340 Am²",61,443016.322,5936947.571,1.8,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 4,778 Am²",62,443067.908,5936780.354,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 5,751 Am²",63,443558.483,5935706.959,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 5,009 Am²",64,442991.511,5937079.878,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,65 m
Magnetic Moment: 10,260 Am²",65,443012.236,5936965.315,1.7,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 3,431 Am²",66,442984.176,5937051.674,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 1,125 Am²",67,443632.379,5935599.707,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,765 Am²",68,443631.203,5935572.43,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 10,417 Am²",69,443196.003,5936356.448,1.6,Stoerkoerper Magnetik Nord
"Depth: 2,15 m
Magnetic Moment: 18,039 Am²",70,443263.748,5936202.934,2.2,Stoerkoerper Magnetik Nord
"Depth: 1,70 m
Magnetic Moment: 8,223 Am²",71,443105.748,5936688.379,1.7,Stoerkoerper Magnetik Nord
"Depth: 1,70 m
Magnetic Moment: 12,084 Am²",72,443116.74,5936646.21,1.7,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 6,893 Am²",73,443641.244,5935555.115,1.6,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 0,723 Am²",74,443714.169,5935517.204,0.6,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 3,310 Am²",75,443096.945,5936742.368,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 2,865 Am²",76,443080.867,5936752.107,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 2,535 Am²",77,443654.585,5935613.338,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 0,435 Am²",78,443666.26,5935590.605,0.6,Stoerkoerper Magnetik Nord
"Depth: 1,40 m
Magnetic Moment: 3,672 Am²",79,443635.034,5935629.467,1.4,Stoerkoerper Magnetik Nord
"Depth: 2,65 m
Magnetic Moment: 30,190 Am²",80,443041.368,5936906.034,2.7,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 1,018 Am²",81,443627.581,5935608.112,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 3,948 Am²",82,443743.263,5935442.129,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,417 Am²",83,443604.22,5935702.863,0.5,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 1,205 Am²",84,443610.408,5935693.592,1,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 4,163 Am²",85,443120.773,5936598.826,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 9,002 Am²",86,443825.966,5935310.53,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,70 m
Magnetic Moment: 0,700 Am²",87,443662.651,5935606.444,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 2,488 Am²",88,443801.073,5935364.961,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,55 m
Magnetic Moment: 0,477 Am²",89,443632.309,5935635.698,0.6,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 1,883 Am²",90,443144.117,5936611.443,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,10 m
Magnetic Moment: 0,059 Am²",91,443826.418,5935264.738,0.1,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 1,978 Am²",92,443762.547,5935374.319,0.8,Stoerkoerper Magnetik Nord
"Depth: 2,30 m
Magnetic Moment: 18,464 Am²",93,443567.3,5935758.838,2.3,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 1,834 Am²",94,443749.516,5935450.952,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,60 m
Magnetic Moment: 3,461 Am²",95,443654.716,5935615.936,1.6,Stoerkoerper Magnetik Nord
"Depth: 1,75 m
Magnetic Moment: 3,755 Am²",96,443122.73,5936649.687,1.8,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 1,933 Am²",97,443094.015,5936697.916,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,75 m
Magnetic Moment: 10,248 Am²",98,443059.81,5936838.833,1.8,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 0,845 Am²",99,443097.009,5936693.282,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 0,741 Am²",100,443747.435,5935448.227,0.9,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,167 Am²",101,443630.336,5935637.92,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,508 Am²",102,443067.099,5936775.415,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 0,909 Am²",103,443641.404,5935639.688,0.9,Stoerkoerper Magnetik Nord
"Depth: 0,40 m
Magnetic Moment: 0,109 Am²",104,443361.319,5936094.1,0.4,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 0,750 Am²",105,443643.016,5935565.39,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,576 Am²",106,443454.649,5935914.938,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 0,712 Am²",107,443828.901,5935321.941,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 2,587 Am²",108,443024.189,5936995.213,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 0,635 Am²",109,443028.829,5936965.216,0.9,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 1,090 Am²",110,443005.074,5936959.952,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,60 m
Magnetic Moment: 4,831 Am²",111,443078.901,5936754.93,1.6,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,991 Am²",112,443126.34,5936650.644,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,65 m
Magnetic Moment: 4,628 Am²",113,443215.677,5936375.658,1.7,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,503 Am²",114,443796.76,5935367.912,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,70 m
Magnetic Moment: 3,325 Am²",115,443737.42,5935455.095,1.7,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 2,166 Am²",116,443064.793,5936875.213,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,50 m
Magnetic Moment: 3,773 Am²",117,443642.223,5935637.129,1.5,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 0,653 Am²",118,443660.224,5935599.975,1,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 2,106 Am²",119,443654.528,5935545.809,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,45 m
Magnetic Moment: 0,155 Am²",120,443725.925,5935480.375,0.5,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 1,584 Am²",121,443412.787,5936013.259,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 0,571 Am²",122,443765.068,5935434.721,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 5,096 Am²",123,443709.187,5935527.011,1.6,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 0,916 Am²",124,443674.057,5935586.363,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 1,213 Am²",125,443808.112,5935301.396,1,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 1,132 Am²",126,443632.675,5935574.261,1,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,287 Am²",127,443633.431,5935637.534,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,399 Am²",128,443640.781,5935637.746,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,35 m
Magnetic Moment: 0,069 Am²",129,443672.923,5935583.478,0.4,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 0,801 Am²",130,443638.871,5935569.889,0.9,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 0,701 Am²",131,443628.39,5935583.76,0.8,Stoerkoerper Magnetik Nord
"Depth: 2,15 m
Magnetic Moment: 11,120 Am²",132,443250.045,5936277.576,2.2,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 1,228 Am²",133,443529.003,5935799.933,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 2,587 Am²",134,443651.811,5935602.874,1.6,Stoerkoerper Magnetik Nord
"Depth: 1,60 m
Magnetic Moment: 4,940 Am²",135,443793.598,5935358.502,1.6,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 0,919 Am²",136,443156.06,5936577.76,0.9,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,419 Am²",137,443538.117,5935805.523,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,70 m
Magnetic Moment: 3,734 Am²",138,443081.543,5936750.15,1.7,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,474 Am²",139,443790.462,5935338.596,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 0,421 Am²",140,443374.711,5936047.754,0.6,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 0,725 Am²",141,443705.811,5935503.808,1,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 1,900 Am²",142,443674.104,5935531.679,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,353 Am²",143,443822.276,5935323.87,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 0,481 Am²",144,443056.43,5936899.056,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 2,148 Am²",145,443745.187,5935444.205,1.6,Stoerkoerper Magnetik Nord
"Depth: 1,85 m
Magnetic Moment: 6,693 Am²",146,443652.195,5935609.868,1.9,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 1,402 Am²",147,443270.01,5936216.655,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 1,515 Am²",148,443205.484,5936392.724,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 1,172 Am²",149,443638.299,5935634.976,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,45 m
Magnetic Moment: 1,849 Am²",150,443792.719,5935389.504,1.5,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,430 Am²",151,443630.496,5935580.186,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 1,179 Am²",152,443662.502,5935593.999,1,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 1,833 Am²",153,443121.464,5936648.353,1.6,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 0,497 Am²",154,443011.026,5937018.863,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 1,019 Am²",155,443643.044,5935634.72,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,40 m
Magnetic Moment: 0,092 Am²",156,443706.248,5935531.995,0.4,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,357 Am²",157,443830.605,5935322.321,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 1,224 Am²",158,443417.452,5935989.56,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,45 m
Magnetic Moment: 0,111 Am²",159,443629.876,5935637.026,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 0,524 Am²",160,443005.41,5937029.977,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 1,441 Am²",161,442972.981,5937097.795,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 1,717 Am²",162,443807.207,5935313.503,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,124 Am²",163,443710.975,5935509.245,0.5,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 0,921 Am²",164,443404.744,5936017.804,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,45 m
Magnetic Moment: 0,096 Am²",165,443641.621,5935632.737,0.5,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 0,666 Am²",166,443661.629,5935583.663,1,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 0,968 Am²",167,443267.304,5936249.528,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,55 m
Magnetic Moment: 0,200 Am²",168,443796.938,5935366.06,0.6,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,159 Am²",169,443723.297,5935486.354,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 0,547 Am²",170,442991.185,5937031.697,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 1,191 Am²",171,443345.621,5936114.832,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,80 m
Magnetic Moment: 2,695 Am²",172,443189.952,5936444.045,1.8,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 0,711 Am²",173,443577.694,5935712.527,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,95 m
Magnetic Moment: 3,972 Am²",174,443793.035,5935390.799,2,Stoerkoerper Magnetik Nord
"Depth: 0,25 m
Magnetic Moment: 0,034 Am²",175,443639.898,5935639.106,0.2,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,237 Am²",176,443830.598,5935330.069,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 1,036 Am²",177,443108.152,5936739.035,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 1,597 Am²",178,443753.681,5935255.66,1,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 0,394 Am²",179,443768.379,5935247.437,0.9,Stoerkoerper Magnetik Nord
"Depth: 2,55 m
Magnetic Moment: 209,936 Am²",180,443824.362,5935264.163,2.6,Stoerkoerper Magnetik Nord
"Depth: 2,55 m
Magnetic Moment: 208,161 Am²",181,443824.362,5935264.163,2.6,Stoerkoerper Magnetik Nord
"Depth: 1,47 m
Magnetic Moment: 9,021 Am²",182,443822.383,5935261.687,1.5,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 26,433 Am²",183,443827.782,5935265.921,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 1,743 Am²",184,443814.534,5935286.723,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 2,213 Am²",185,443841.789,5935297.845,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 7,441 Am²",186,443826.139,5935308.328,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,40 m
Magnetic Moment: 0,765 Am²",187,443830.143,5935308.73,0.4,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 5,036 Am²",188,443829.952,5935309.532,0.6,Stoerkoerper Magnetik Nord
"Depth: 0,45 m
Magnetic Moment: 0,106 Am²",189,443832.405,5935313.952,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,45 m
Magnetic Moment: 0,122 Am²",190,443828.91,5935318.492,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,70 m
Magnetic Moment: 0,488 Am²",191,443823.599,5935321.655,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 0,659 Am²",192,443821.606,5935330.526,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 0,127 Am²",193,443824.465,5935339.739,0.6,Stoerkoerper Magnetik Nord
"Depth: 0,45 m
Magnetic Moment: 0,196 Am²",194,443820.755,5935338.834,0.5,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 0,958 Am²",195,443797.841,5935362.151,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,386 Am²",196,443808.921,5935364.917,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 4,724 Am²",197,443779.481,5935385.963,1,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 0,528 Am²",198,443783.651,5935387.762,0.9,Stoerkoerper Magnetik Nord
"Depth: 2,15 m
Magnetic Moment: 9,041 Am²",199,443783.683,5935398.809,2.2,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 4,626 Am²",200,443758.833,5935393.957,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 5,510 Am²",201,443783.829,5935406.855,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 0,505 Am²",202,443744.019,5935404.981,1,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 1,243 Am²",203,443745.006,5935416.516,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 39,998 Am²",204,443737.226,5935430.555,1.4,Stoerkoerper Magnetik Nord
"Depth: 2,25 m
Magnetic Moment: 45,092 Am²",205,443751.088,5935456.981,2.3,Stoerkoerper Magnetik Nord
"Depth: 0,55 m
Magnetic Moment: 0,121 Am²",206,443733.143,5935456.946,0.6,Stoerkoerper Magnetik Nord
"Depth: 0,40 m
Magnetic Moment: 0,109 Am²",207,443739.78,5935472.762,0.4,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 5,064 Am²",208,443730.891,5935477.666,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,97 m
Magnetic Moment: 5,307 Am²",209,443717.616,5935487.772,1,Stoerkoerper Magnetik Nord
"Depth: 0,99 m
Magnetic Moment: 43,553 Am²",210,443709.155,5935474.127,1,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 1,207 Am²",211,443699.79,5935489.335,0.9,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 1,968 Am²",212,443706.732,5935505.597,1,Stoerkoerper Magnetik Nord
"Depth: 0,40 m
Magnetic Moment: 0,095 Am²",213,443721.747,5935507.217,0.4,Stoerkoerper Magnetik Nord
"Depth: 0,45 m
Magnetic Moment: 0,149 Am²",214,443710.479,5935513.8,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 0,910 Am²",215,443717.061,5935516.62,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 0,997 Am²",216,443715.806,5935520.334,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 2,300 Am²",217,443711.75,5935519.783,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 5,961 Am²",218,443704.333,5935513.923,1.3,Stoerkoerper Magnetik Nord
